data_format,development_key,status,year_completed,street_address,property_id,floors_above,town_planning_application,longitude,latitude
Pre May 16,X000763,COMPLETED,2012,Arts Centre Melbourne 2-128 St Kilda Road SOUTHBANK VIC 3006,110733,3,0,144.9681709,-37.82094593
Pre May 16,X001001,COMPLETED,2007,Spencer Outlet Centre 163-261 Spencer Street DOCKLANDS VIC 3008,110843,3,0,144.95056,-37.81450443
Pre May 16,X000577,COMPLETED,2011,230-238 Roden Street WEST MELBOURNE VIC 3003,528836,3,0,144.9448076,-37.80972102
Pre May 16,X000547,COMPLETED,2004,2-6 High Street NORTH MELBOURNE VIC 3051,533327,6,0,144.9539186,-37.79988631
Pre May 16,X000408,COMPLETED,2014,2-14 Leicester Street CARLTON VIC 3053,533992,19,0,144.9603004,-37.80604262
Pre May 16,X000284,COMPLETED,2015,Infinity 8 Apartments 243-263 Franklin Street MELBOURNE VIC 3000,554417,12,0,144.9566355,-37.80969653
Pre May 16,X000286,COMPLETED,2012,Infinity 8 Apartments 243-263 Franklin Street MELBOURNE VIC 3000,554417,19,0,144.9566355,-37.80969653
Pre May 16,X001120,COMPLETED,2002,The Arkley 16-32 Rakaia Way DOCKLANDS VIC 3008,560001,23,0,144.94123,-37.81459063
Pre May 16,X001107,COMPLETED,2002,24-42 Newquay Promenade DOCKLANDS VIC 3008,560004,5,0,144.9421716,-37.81436322
Pre May 16,X000921,COMPLETED,2014,110-120 Kavanagh Street SOUTHBANK VIC 3006,570683,37,0,144.9620594,-37.82548253
Pre May 16,X000875,COMPLETED,2015,294-308 Lorimer Street PORT MELBOURNE VIC 3207,570827,2,0,144.9073333,-37.82542011
Pre May 16,X000505,COMPLETED,2007,1-7 O'Connell Street NORTH MELBOURNE VIC 3051,573297,3,0,144.957983,-37.80571983
Pre May 16,X001110,COMPLETED,2003,The Nolan 37-43 Caravel Lane DOCKLANDS VIC 3008,573327,25,0,144.9406747,-37.81492046
Pre May 16,X001027,COMPLETED,2013,Bourke Junction 700-704 Bourke Street DOCKLANDS VIC 3008,573401,16,0,144.9493798,-37.81717768
Pre May 16,X000675,COMPLETED,2003,Vue Apartments 56-80 Speakmen Street KENSINGTON VIC 3031,573767,12,0,144.9163012,-37.79379843
Pre May 16,X001031,COMPLETED,2007,Watergate Apartments 2-24 Waterview Walk DOCKLANDS VIC 3008,576023,6,0,144.9478097,-37.8191795
Pre May 16,X000589,COMPLETED,2004,227-235 Roden Street WEST MELBOURNE VIC 3003,579360,3,0,144.9453763,-37.81008162
Pre May 16,X000771,COMPLETED,2013,Yarra Point Apartments 1-13 Point Park Crescent DOCKLANDS VIC 3008,579363,31,0,144.9412209,-37.82355726
Pre May 16,X000702,COMPLETED,2009,239-293 Wellington Parade South EAST MELBOURNE VIC 3002,580629,18,0,144.9758795,-37.81643413
Pre May 16,X000366,COMPLETED,2003,143-151 Barry Street CARLTON VIC 3053,581299,2,0,144.9594299,-37.80052593
Pre May 16,X000469,COMPLETED,2014,714-720 Queensberry Street NORTH MELBOURNE VIC 3051,585863,4,0,144.94336,-37.80205375
Pre May 16,X000314,COMPLETED,2007,475-497 Swanston Street MELBOURNE VIC 3000,587480,49,0,144.9620895,-37.8072889
Pre May 16,X001051,COMPLETED,2005,V1 Village Docklands 8-18 McCrae Street DOCKLANDS VIC 3008,588061,19,0,144.9507623,-37.82150808
Pre May 16,X000868,COMPLETED,2010,19-25 Wharf Road PORT MELBOURNE VIC 3207,589467,2,0,144.9075923,-37.82794007
Pre May 16,X000651,COMPLETED,2004,4-12 Derby Street KENSINGTON VIC 3031,589627,3,0,144.9263608,-37.79535005
Pre May 16,X000380,COMPLETED,2006,26-34 Little Cardigan Street CARLTON VIC 3053,592721,5,0,144.9655979,-37.80410151
Pre May 16,X000396,COMPLETED,2007,127-133 Leicester Street CARLTON VIC 3053,592858,9,0,144.9602109,-37.80290284
Pre May 16,X001139,COMPLETED,2009,Harbour Town 420-454 Docklands Drive DOCKLANDS VIC 3008,593737,6,0,144.9377585,-37.81317308
Pre May 16,X000871,COMPLETED,2011,27-39 Wirraway Drive PORT MELBOURNE VIC 3207,593746,2,0,144.909235,-37.82589144
Pre May 16,X000876,COMPLETED,2008,310-314 Lorimer Street PORT MELBOURNE VIC 3207,593754,4,0,144.9077846,-37.82456547
Pre May 16,X000661,COMPLETED,2005,65 Kensington Road KENSINGTON VIC 3031,597178,3,0,144.9249546,-37.79601619
Pre May 16,X000888,COMPLETED,2011,80-88 Wirraway Drive PORT MELBOURNE VIC 3207,597227,2,0,144.9098932,-37.8248163
Pre May 16,X000620,COMPLETED,2015,216-232 Kensington Road WEST MELBOURNE VIC 3003,598604,1,0,144.9161047,-37.80038967
Pre May 16,X000680,COMPLETED,2009,Showgrounds Village 320-386 Epsom Road FLEMINGTON VIC 3031,602256,2,0,144.9150996,-37.78225271
Pre May 16,X000046,COMPLETED,2011,384-386 Flinders Lane MELBOURNE VIC 3000,603904,7,0,144.9611718,-37.81789524
Pre May 16,X001073,COMPLETED,2009,The Merchant 834-846 Bourke Street DOCKLANDS VIC 3008,604118,8,0,144.9431188,-37.81977079
Pre May 16,X001062,COMPLETED,2006,Dock 5 41-55 Victoria Harbour Promenade DOCKLANDS VIC 3008,604119,31,0,144.9429234,-37.81935155
Pre May 16,X001040,COMPLETED,2012,Lantern 705-715 Collins Street DOCKLANDS VIC 3008,605909,2,0,144.9511384,-37.82088296
Pre May 16,X001135,COMPLETED,2008,364-378 Docklands Drive DOCKLANDS VIC 3008,608355,7,0,144.941859,-37.81286334
Pre May 16,X000982,COMPLETED,2006,11 Parkville Avenue PARKVILLE VIC 3052,608452,2,0,144.9410244,-37.78085036
Pre May 16,X000978,COMPLETED,2006,6 Garrard Street PARKVILLE VIC 3052,608610,1,0,144.9420313,-37.77963341
Pre May 16,X001071,COMPLETED,2008,The Gauge Site 821-827 Bourke Street DOCKLANDS VIC 3008,609479,6,0,144.9441598,-37.82024314
Pre May 16,X001064,COMPLETED,2008,The Mosaic 791-803 Bourke Street DOCKLANDS VIC 3008,611364,9,0,144.9456211,-37.81974063
Pre May 16,X001068,COMPLETED,2012,Serrata Apartments 813-817 Bourke Street DOCKLANDS VIC 3008,611366,16,0,144.9446907,-37.81994818
Pre May 16,X000820,COMPLETED,2007,161-189 Turner Street PORT MELBOURNE VIC 3207,611377,2,0,144.9320441,-37.82353192
Pre May 16,X000819,COMPLETED,2015,"92-102 Lorimer Street, DOCKLANDS, 3008",665148,39,0,144.9431953,-37.82430056
Pre May 16,X000977,COMPLETED,2009,52-62 Cade Way PARKVILLE VIC 3052,612698,5,0,144.939127,-37.77619477
Pre May 16,X000971,COMPLETED,2008,23-51 Cade Way PARKVILLE VIC 3052,612726,3,0,144.9392749,-37.77745026
Pre May 16,X000903,COMPLETED,2009,28 Freshwater Place SOUTHBANK VIC 3006,613006,26,0,144.9622962,-37.82267317
Pre May 16,X001066,COMPLETED,2010,790-814 Collins Street DOCKLANDS VIC 3008,613252,11,0,144.9458326,-37.82104416
Pre May 16,X000886,COMPLETED,2009,67-77 Wharf Road PORT MELBOURNE VIC 3207,613950,2,0,144.909504,-37.82675609
Pre May 16,X001158,COMPLETED,2009,7-9 Rankins Road KENSINGTON VIC 3031,616109,4,0,144.9322926,-37.78880349
Pre May 16,X000959,COMPLETED,2008,Royal Womens Hospital 18-22 Flemington Road PARKVILLE VIC 3050,618951,8,0,144.9549953,-37.79885018
Pre May 16,X000656,COMPLETED,2009,50-58 Altona Street KENSINGTON VIC 3031,619479,5,0,144.9266259,-37.79774903
Pre May 16,X001147,COMPLETED,2008,177-187 Boundary Road NORTH MELBOURNE VIC 3051,619509,6,0,144.9395663,-37.78864444
Pre May 16,X000282,COMPLETED,2015,218-236 A'Beckett Street MELBOURNE VIC 3000,621414,25,0,144.9565992,-37.81017257
Pre May 16,X000648,COMPLETED,2009,34-48 Altona Street KENSINGTON VIC 3031,621972,4,0,144.9268663,-37.7980964
Pre May 16,X000701,COMPLETED,2009,235 Wellington Parade South EAST MELBOURNE VIC 3002,623202,3,0,144.9765033,-37.81632518
Pre May 16,X000869,COMPLETED,2009,20-36 Sabre Drive PORT MELBOURNE VIC 3207,624112,2,0,144.9058847,-37.82747829
Pre May 16,X000663,COMPLETED,2010,70 Derby Street KENSINGTON VIC 3031,624169,4,0,144.9278352,-37.79752603
Pre May 16,X000975,COMPLETED,2009,35 Parkville Avenue PARKVILLE VIC 3052,626946,2,0,144.9412506,-37.77955286
Pre May 16,X000343,COMPLETED,2011,145-161 Princes Street CARLTON VIC 3053,627566,8,0,144.9705254,-37.79295182
Pre May 16,X001105,COMPLETED,2011,Harbour One Apartments 2-10 Marmion Place DOCKLANDS VIC 3008,627658,23,0,144.9421786,-37.8134273
Pre May 16,X000779,COMPLETED,2010,2 Stokehold Mews DOCKLANDS VIC 3008,627712,4,0,144.9373575,-37.82287721
Pre May 16,X001049,COMPLETED,2012,733-747 Collins Street DOCKLANDS VIC 3008,628714,16,0,144.9494199,-37.82095115
Pre May 16,X001020,COMPLETED,2012,990 La Trobe Street DOCKLANDS VIC 3008,631646,9,0,144.946739,-37.81382669
Pre May 16,X000664,COMPLETED,2012,63-77 Henry Street KENSINGTON VIC 3031,631887,5,0,144.9262767,-37.7962423
Pre May 16,X000327,COMPLETED,2012,487-495 Cardigan Street CARLTON VIC 3053,634042,6,0,144.9662339,-37.79362198
Pre May 16,X001097,COMPLETED,2012,83 Geographe Street DOCKLANDS VIC 3008,678343,3,0,144.9452428,-37.8200147
Pre May 16,X000813,COMPLETED,2012,68 South Wharf Drive DOCKLANDS VIC 3008,637396,3,0,144.9369867,-37.82212836
Pre May 16,X000818,COMPLETED,2012,9 Stokehold Mews DOCKLANDS VIC 3008,637398,3,0,144.9371742,-37.8225542
Pre May 16,X000806,COMPLETED,2012,59 South Wharf Drive DOCKLANDS VIC 3008,637400,3,0,144.9370216,-37.82251956
Pre May 16,X000811,COMPLETED,2012,65 South Wharf Drive DOCKLANDS VIC 3008,637403,3,0,144.9367956,-37.82246825
Pre May 16,X000794,COMPLETED,2012,24 South Wharf Drive DOCKLANDS VIC 3008,637415,3,0,144.9398968,-37.82278891
Pre May 16,X000796,COMPLETED,2012,26 South Wharf Drive DOCKLANDS VIC 3008,637416,3,0,144.9397931,-37.82276536
Pre May 16,X000798,COMPLETED,2012,28 South Wharf Drive DOCKLANDS VIC 3008,637417,3,0,144.9396893,-37.82274182
Pre May 16,X000795,COMPLETED,2012,25 South Wharf Drive DOCKLANDS VIC 3008,637421,3,0,144.9397216,-37.82310759
Pre May 16,X000983,COMPLETED,2013,86-90 Cade Way PARKVILLE VIC 3052,637689,2,0,144.9384561,-37.7782127
Pre May 16,X000916,COMPLETED,2010,27-59 Whiteman Street SOUTHBANK VIC 3006,640947,27,0,144.958312,-37.82606624
Pre May 16,X001002,COMPLETED,2015,263-283 Spencer Street DOCKLANDS VIC 3008,644320,15,0,144.9511859,-37.81433178
Post May 16,X001075,COMPLETED,2016,Victoria Harbour Precinct 938 Collins Street DOCKLANDS VIC 3008,106983,2,TP-2014-43/A,144.9367403,-37.81977616
Post May 16,X000082,COMPLETED,2016,258-274 Collins Street MELBOURNE VIC 3000,102143,4,TP-2012-829,144.9648904,-37.81537999
Post May 16,X001000,COMPLETED,2016,5-9 Lloyd Street WEST MELBOURNE VIC 3003,105660,2,TP-2011-945/B,144.9323937,-37.80162307
Post May 16,X000714,COMPLETED,2016,405 St Kilda Road MELBOURNE VIC 3004,108623,6,TP-2011-510,144.9761191,-37.83601714
Post May 16,X000493,COMPLETED,2016,392-398 Victoria Street NORTH MELBOURNE VIC 3051,109816,4,TP-2007-658/A,144.952968,-37.80523133
Post May 16,X000041,COMPLETED,2015,559-587 Collins Street MELBOURNE VIC 3000,579252,26,TPM-2009-10,144.9557247,-37.81902009
Post May 16,X000936,COMPLETED,2016,57-61 City Road SOUTHBANK VIC 3006,110354,37,TP-2010-608/A,144.9659933,-37.82215785
Post May 16,X001523,COMPLETED,2016,65-79 Galada Avenue PARKVILLE VIC 3052,612700,5,TPM-2012-39,144.9391073,-37.77956819
Post May 16,X001516,COMPLETED,2016,366-392 Queensberry Street NORTH MELBOURNE VIC 3051,102201,4,TP-2012-315/A,144.9550184,-37.80326652
Post May 16,X000182,COMPLETED,2016,Melbourne One Apartments 612-620 Lonsdale Street MELBOURNE VIC 3000,105719,46,TPM-2009-41,144.9539168,-37.81423941
Post May 16,X000181,COMPLETED,2016,Australis Apartments 593-611 Little Lonsdale Street MELBOURNE VIC 3000,106028,46,TPM-2009-40/A,144.9538308,-37.81380962
Post May 16,X001256,COMPLETED,2017,383-405 King Street WEST MELBOURNE VIC 3003,105326,10,TP-2015-515/A,144.9529245,-37.8111076
Post May 16,X000328,COMPLETED,2017,932-944 Swanston Street CARLTON VIC 3053,109331,3,TP-2013-1059,144.9652988,-37.79457313
Post May 16,X000605,COMPLETED,2017,130-154 Dudley Street WEST MELBOURNE VIC 3003,102958,9,TPM-2011-40/A,144.9506136,-37.80952166
Post May 16,X001519,COMPLETED,2017,130-154 Dudley Street WEST MELBOURNE VIC 3003,102958,9,TPM-2011-40/A,144.9506136,-37.80952166
Post May 16,X000215,COMPLETED,2017,Eporo Tower 279-289 La Trobe Street MELBOURNE VIC 3000,105446,42,TPM-2011-9,144.9608641,-37.81073633
Post May 16,X001115,COMPLETED,2017,411-423 Docklands Drive DOCKLANDS VIC 3008,593733,19,TPD-2012-43,144.939715,-37.81472008
Post May 16,X001116,COMPLETED,2017,411-423 Docklands Drive DOCKLANDS VIC 3008,593733,23,TPD-2012-43,144.939715,-37.81472008
Post May 16,X000787,COMPLETED,2017,73-91 South Wharf Drive DOCKLANDS VIC 3008,627016,30,TPD-2014-7,144.9359189,-37.82238476
Post May 16,X000717,COMPLETED,2017,555-563 St Kilda Road MELBOURNE VIC 3004,632373,23,0,144.9805697,-37.84730297
Post May 16,X000740,COMPLETED,2017,42-48 Balston Street SOUTHBANK VIC 3006,559332,32,TPM-2012-3,144.9624854,-37.82673378
Post May 16,X001387,COMPLETED,2017,114 Flinders Street MELBOURNE VIC 3000,104025,6,TPM-2009-34/B,144.970758,-37.81595693
Post May 16,X001096,COMPLETED,2017,869-883 Collins Street DOCKLANDS VIC 3008,667600,30,TPM-2014-50,144.9429799,-37.82148719
Post May 16,X000450,COMPLETED,2017,1 Shiel Street NORTH MELBOURNE VIC 3051,108695,7,TP-2014-115/A,144.9438086,-37.79832303
Post May 16,X000743,COMPLETED,2017,120-130 Southbank Boulevard SOUTHBANK VIC 3006,110342,6,ID-2013-2,144.9664971,-37.82399161
Post May 16,X001127,COMPLETED,2017,6-22 Pearl River Road DOCKLANDS VIC 3008,593732,43,TPD-2012-29/A,144.938287,-37.81546212
Post May 16,X001581,COMPLETED,2017,89-105 Collins Street MELBOURNE VIC 3000,102067,0,TP-2015-803/A,144.9708165,-37.81487457
Post May 16,X001192,COMPLETED,2017,Melbourne Central 183-265 La Trobe Street MELBOURNE VIC 3000,105746,1,TP-2014-1135,144.9627706,-37.81050923
Post May 16,X000570,COMPLETED,2017,82-84 Ireland Street WEST MELBOURNE VIC 3003,105093,5,TP-2013-260,144.9437363,-37.80662529
Post May 16,X000346,COMPLETED,2017,494-516 Drummond Street CARLTON VIC 3053,627568,9,TPM-2014-39,144.9700228,-37.79357998
Post May 16,X001277,COMPLETED,2017,46-54 Henderson Street NORTH MELBOURNE VIC 3051,104786,3,TP-2015-301,144.9395638,-37.79730229
Post May 16,X000528,COMPLETED,2017,33-35 Arden Street NORTH MELBOURNE VIC 3051,579248,4,TP-2014-193,144.9505202,-37.80135261
Post May 16,X000305,COMPLETED,2017,57-77 Dudley Street WEST MELBOURNE VIC 3003,108947,39,TPM-2010-13/A,144.9505875,-37.81025672
Post May 16,X001529,COMPLETED,2017,(32 South Wharf) 469-591 Lorimer Street PORT MELBOURNE VIC 3207,110506,2,TPM-2016-25,144.9136029,-37.82148005
Post May 16,X000149,COMPLETED,2017,20-40 Rose Lane MELBOURNE VIC 3000,105717,51,TPM-2014-6,144.9542482,-37.81498912
Post May 16,X000786,COMPLETED,2017,86 South Wharf Drive DOCKLANDS VIC 3008,677826,4,TP-2015-565,144.9354531,-37.82186675
Post May 16,X000853,COMPLETED,2017,552-578 Lorimer Street PORT MELBOURNE VIC 3207,650393,2,0,144.9153361,-37.82272568
Post May 16,X000078,COMPLETED,2017,360-374 Collins Street MELBOURNE VIC 3000,102133,13,TP-2014-986/A,144.962171,-37.81616885
Post May 16,X001169,COMPLETED,2018,33 Coventry Street SOUTHBANK VIC 3006,110455,21,TP-2014-1037,144.9696443,-37.82940306
Post May 16,X001306,COMPLETED,2015,Royal Childrens Hospital 48-50 Flemington Road PARKVILLE VIC 3052,103908,0,TPM-2015-23,144.9495408,-37.79361764
Post May 16,X000452,COMPLETED,2018,"108 Haines Street, North Melbourne, 3051",110646,13,TP-2014-955,144.9434743,-37.7982701
Post May 16,X001215,COMPLETED,2018,312-320 City Road SOUTHBANK VIC 3006,110399,43,TPM-2010-31,144.9582484,-37.82712269
Post May 16,X001272,COMPLETED,2018,103 Drummond Street CARLTON VIC 3053,102632,3,TP-2015-384,144.96735,-37.80423245
Post May 16,X001240,COMPLETED,2018,"100 South Wharf Drive, Docklands, 3008",694342,4,TP-2016-289,144.9345318,-37.82165383
Post May 16,X000018,COMPLETED,2013,31-39 Elizabeth Street MELBOURNE VIC 3000,103172,2,TP-2011-829/A,144.9643344,-37.81742176
Post May 16,X000391,COMPLETED,2015,123-127 Bouverie Street CARLTON VIC 3053,101246,14,TP-2013-947/A,144.9614617,-37.80349578
Post May 16,X001340,COMPLETED,2018,"221 Pelham Street, CARLTON, 3053",107545,14,TP-2016-46,144.9589841,-37.80225591
Post May 16,X0001612,COMPLETED,2018,The Primrose Potter Australian Ballet Centre 2-6 Kavanagh Street SOUTHBANK VIC 3006,110411,2,TP-2016-991,144.9673678,-37.82197176
Post May 16,X001035,COMPLETED,2018,2-12 Batmans Hill Drive DOCKLANDS VIC 3008,628713,27,TPM-2014-37,144.950065,-37.82172968
Post May 16,X001320,COMPLETED,2018,Carpark 399-401 Little Lonsdale Street MELBOURNE VIC 3000,106019,38,TPM-2009-23/C,144.9601358,-37.81204562
Post May 16,X001551,COMPLETED,2018,16-32 Leicester Street CARLTON VIC 3053,105527,17,TP-2016-825,144.9605077,-37.80570167
Post May 16,X0005007,COMPLETED,2018,"30 Flemington Road, Parkville, 3052",103909,4,ID-2016-1,144.9538501,-37.79754455
Post May 16,X001113,COMPLETED,2019,387-395 Docklands Drive DOCKLANDS VIC 3008,601814,18,TPD-2012-41/A,144.9408371,-37.81401982
Post May 16,X001281,COMPLETED,2019,614-616 Queensberry Street NORTH MELBOURNE VIC 3051,107972,3,TP-2015-862,144.9469518,-37.80250584
Post May 16,X0001643,COMPLETED,2019,River View House 274-282 Flinders Street MELBOURNE VIC 3000,103328,10,TP-2010-276/D,144.9650858,-37.81765999
Post May 16,X0004203,COMPLETED,2019,Victorian College Of The Arts 234 St Kilda Road SOUTHBANK VIC 3006,108654,3,TP-2018-423,144.9693876,-37.82445562
Post May 16,X001341,COMPLETED,2019,684-688 Elizabeth Street MELBOURNE VIC 3000,103264,19,TP-2015-1219,144.9583041,-37.80236558
Post May 16,X000262,COMPLETED,2019,224-252 La Trobe Street MELBOURNE VIC 3000,105485,84,TPM-2014-10,144.962281,-37.80965321
Post May 16,X001234,COMPLETED,2019,109-133 Rosslyn Street WEST MELBOURNE VIC 3003,108411,8,TP-2015-391,144.9506402,-37.80905673
Post May 16,X001549,COMPLETED,2019,"109-111 Little Lonsdale Street, MELBOURNE 3000",106006,21,TP-2016-537,144.9686039,-37.80945966
Post May 16,X0005006,COMPLETED,2019,580-600 Lorimer Street PORT MELBOURNE VIC 3207,650394,2,TP-2015-319/B,144.9163806,-37.82254848
Post May 16,X0005213,COMPLETED,2019,450-454 Queensberry Street NORTH MELBOURNE VIC 3051,108015,4,TP-2014-482/B,144.9523781,-37.80306546
Post May 16,X000414,COMPLETED,2019,156-172 Victoria Street CARLTON VIC 3053,644814,77,TPM-2014-13,144.9619402,-37.80614542
Post May 16,X001180,COMPLETED,2019,64-68 Stubbs Street KENSINGTON VIC 3031,616152,2,TP-2014-1080/B,144.935278,-37.79113281
Post May 16,X0005605,COMPLETED,2019,"96-100 Victoria Street, Carlton, 3053",109848,2,TP-2018-994,144.9641763,-37.80649761
Post May 16,X0002805,COMPLETED,2019,RMIT Village 5-17 Flemington Road NORTH MELBOURNE VIC 3051,103810,12,TP-2015-1204/A,144.955841,-37.80142395
Post May 16,X0003201,COMPLETED,2019,104-110 Elizabeth Street MELBOURNE VIC 3000,103320,8,TP-2017-955,144.9640203,-37.81544356
Post May 16,X001188,COMPLETED,2017,Ormond College 29-55 College Crescent PARKVILLE VIC 3052,102052,3,TP-2014-1116,144.9605351,-37.7930669
Post May 16,X001360,COMPLETED,2020,3-11 Howard Street WEST MELBOURNE VIC 3003,105010,5,TP-2015-1218,144.9529789,-37.80701505
Post May 16,X0004802,COMPLETED,2020,39-43 Leveson Street NORTH MELBOURNE VIC 3051,105610,3,TP-2017-78/A,144.950513,-37.80392261
Post May 16,X0001652,COMPLETED,2020,123-127 Bouverie Street CARLTON VIC 3053,101246,14,TP-2017-188,144.9614617,-37.80349578
Post May 16,X001565,COMPLETED,2020,1-5 Queen Street MELBOURNE VIC 3000,108057,24,TP-2014-524/A,144.9620226,-37.81878499
Post May 16,X0001634,COMPLETED,2020,263-283 Spencer Street DOCKLANDS VIC 3008,644320,41,TPMR-2017-4,144.9511859,-37.81433178
Post May 16,X001253,COMPLETED,2020,91-93 Millswyn Street SOUTH YARRA VIC 3141,106636,4,TP-2015-668,144.9800981,-37.83519381
Post May 16,X0004806,COMPLETED,2020,Freemasons Hospital 162-198 Clarendon Street EAST MELBOURNE VIC 3002,102005,9,TP-2015-1136/B,144.9841889,-37.81107986
Post May 16,X0005606,COMPLETED,2020,25-29 Coventry Street SOUTHBANK VIC 3006,110452,21,TP-2012-170/C,144.9700371,-37.82937789
Post May 16,X001297,COMPLETED,2020,614-666 Flinders Street DOCKLANDS VIC 3008,559277,1,TPM-2015-20,144.9534171,-37.82111519
Post May 16,X001570,COMPLETED,2020,141-149 La Trobe Street MELBOURNE VIC 3000,105441,43,TP-2014-910/A,144.9674791,-37.8087754
Post May 16,X001537,COMPLETED,2020,233-239 Dryburgh Street NORTH MELBOURNE VIC 3051,102825,5,TP-2016-819,144.9434578,-37.80086079
Post May 16,X001288,COMPLETED,2020,93-119 Kavanagh Street SOUTHBANK VIC 3006,110408,1,TPM-2015-18,144.9635897,-37.82570384
Post May 16,X0002802,COMPLETED,2020,498-504 Swanston Street CARLTON VIC 3053,109380,17,TP-2017-828,144.9637188,-37.80521719
Post May 16,X0006407,COMPLETED,2020,"28 Batman Street, West Melbourne, 3003",100861,0,TP-2019-281,144.9518647,-37.81026913
Post May 16,X0004204,COMPLETED,2020,172-192 Flinders Street MELBOURNE VIC 3000,104018,11,TP-2011-88/B,144.9685651,-37.81660689
Post May 16,X0001664,COMPLETED,2020,49-59 Southbank Boulevard SOUTHBANK VIC 3006,110337,11,ID-2016-5,144.9648113,-37.82262347
Post May 16,X001291,COMPLETED,2020,93-119 Kavanagh Street SOUTHBANK VIC 3006,110408,72,TPM-2015-18,144.9635897,-37.82570384
Post May 16,X001563,COMPLETED,2021,268-270 Lonsdale Street MELBOURNE VIC 3000,105748,5,TP-2016-669,144.9641452,-37.81148397
Post May 16,X0002615,COMPLETED,2021,114-152 Grattan Street CARLTON VIC 3053,104469,11,ID-2017-2,144.9648073,-37.79996957
Post May 16,X0002616,COMPLETED,2021,114-152 Grattan Street CARLTON VIC 3053,104469,6,ID-2017-2,144.9648073,-37.79996957
Post May 16,X0008412,COMPLETED,2021,177-231 Rosslyn Street WEST MELBOURNE VIC 3003,102956,11,TPM-2014-22/B,144.9486,-37.8102
Post May 16,X000223,COMPLETED,2021,The Celtic Club 316-322 Queen Street MELBOURNE VIC 3000,108090,48,TPM-2011-24,144.959303,-37.81120176
Post May 16,X0002605,COMPLETED,2021,623-645 Swanston Street CARLTON VIC 3053,109326,14,TP-2017-761/A,144.9629756,-37.80356808
Post May 16,X000734,COMPLETED,2021,245-261 City Road SOUTHBANK VIC 3006,110371,43,TPM-2009-57,144.9598181,-37.82674968
Post May 16,X001175,COMPLETED,2021,146W-150W Toorak Road SOUTH YARRA VIC 3141,109512,3,TP-2014-1061/C,144.9843618,-37.83764528
Post May 16,X0006805,COMPLETED,2021,"628 Bourke Street, Melbourne, 3000",101170,0,TP-2019-444,144.9548046,-37.81595931
Post May 16,X0005602,COMPLETED,2021,611-669 Elizabeth Street MELBOURNE VIC 3000,103251,9,TPM-2018-21,144.9574997,-37.80324692
Post May 16,X0003211,COMPLETED,2021,"131-151 Therry Street, Melbourne, 3000",109493,10,TPMR-2018-2,144.9589999,-37.80771253
Post May 16,X0002000,COMPLETED,2022,"595 Little Collins Street, MELBOURNE, 3000",105943,33,TP-2017-443,144.9552294,-37.81793442
Post May 16,X0004001,COMPLETED,2022,183-189 A'Beckett Street MELBOURNE VIC 3000,100157,48,TPMR-2015-29/A,144.9580583,-37.8104074
Post May 16,X0007412,COMPLETED,2022,"393 Macaulay Road, Kensington, 3031",106306,8,TP-2018-360/A,144.9338078,-37.79511714
Post May 16,X0008601,COMPLETED,2021,"350 Arden Street, Kensington, 3031",100507,2,TP-2020-151,144.9344,-37.799
Post May 16,X0008804,COMPLETED,2022,150-162 Lonsdale Street MELBOURNE VIC 3000,110709,6,TPMR-2020-19,144.9676,-37.8101
Post May 16,X000828,COMPLETED,2009,Lorimer Place 874-886 Lorimer Street PORT MELBOURNE VIC 3207,600456,2,TP-2006-523,144.9361631,-37.82373118
Post May 16,X0010202,COMPLETED,2022,"512-544 Spencer Street, West Melbourne, 3003",108936,8,TPM-2017-5/A,144.9488,-37.8079
Post May 16,X0009805,APPROVED,,83-89 Coventry Street SOUTHBANK VIC 3006,110447,24,TP-2016-981/A,144.9672,-37.8302
Post May 16,X0004602,COMPLETED,2022,150-162 Lonsdale Street MELBOURNE VIC 3000,110709,21,TPMR-2017-10/A,144.9675734,-37.81012247
Post May 16,X001323,COMPLETED,2022,71-75 City Road SOUTHBANK VIC 3006,110357,49,TPM-2015-37,144.9656151,-37.82232878
Post May 16,X0013400,COMPLETED,2022,"70-74 Jolimont Street, East Melbourne, 3002",105137,5,TP-2022-232,144.9803627,-37.81820617
Post May 16,X0009414,COMPLETED,2022,"St Michaels Primary School 8-14 Brougham Street, North Melbourne, 3051",101326,3,TPM-2020-59,144.9463188,-37.79339324
Post May 16,X0002808,COMPLETED,2023,Flagstaff City Inn 45-55 Dudley Street WEST MELBOURNE VIC 3003,102950,25,TP-2017-866,144.9510278,-37.81010477
Post May 16,X0009412,COMPLETED,2023,"196-200 A'Beckett Street, Melbourne, 3000",100160,28,TP-2020-578,144.9574424,-37.80999239
Post May 16,X000146,COMPLETED,2023,20-30 Bourke Street MELBOURNE VIC 3000,101233,13,TP-2014-64,144.9721526,-37.811187
Post May 16,X0004000,COMPLETED,2023,13-23 Spring Street MELBOURNE VIC 3000,108976,33,TPMR-2018-11,144.9742037,-37.814769
Post May 16,X000177,COMPLETED,2023,244-276 Spencer Street MELBOURNE VIC 3000,694372,68,TPM-2012-1/A,144.9533708,-37.81425664
Post May 16,X000178,COMPLETED,2023,244-276 Spencer Street MELBOURNE VIC 3000,694372,72,TPM-2012-1/A,144.9533708,-37.81425664
Post May 16,X0007609,COMPLETED,2023,"240-248 Victoria Street, North Melbourne, 3051",109842,8,TP-2019-855,144.9581231,-37.80591079
