data_format,development_key,status,year_completed,street_address,property_id,floors_above,town_planning_application,longitude,latitude
Pre May 16,X000234,COMPLETED,2004,158-162 Little Lonsdale Street MELBOURNE VIC 3000,106047,9,0,144.9671868,-37.80954011
Pre May 16,X000445,COMPLETED,2010,275-285 MacAulay Road NORTH MELBOURNE VIC 3051,106302,2,0,144.9376304,-37.79551317
Pre May 16,X000962,COMPLETED,2007,125-133 Manningham Street PARKVILLE VIC 3052,106414,1,0,144.9403735,-37.78384346
Pre May 16,X000051,COMPLETED,2005,54-60 Market Street MELBOURNE VIC 3000,106436,24,0,144.9608187,-37.81777732
Pre May 16,X000504,COMPLETED,2005,15-19 O'Connell Street NORTH MELBOURNE VIC 3051,106990,4,0,144.9578386,-37.80543275
Pre May 16,X000361,COMPLETED,2014,111-149 Nicholson Street CARLTON VIC 3053,107153,8,0,144.974439,-37.79730914
Pre May 16,X000597,COMPLETED,2008,39-47 Peel Street WEST MELBOURNE VIC 3003,107475,4,0,144.9554125,-37.80717882
Pre May 16,X000410,COMPLETED,2006,233-251 Queensberry Street CARLTON VIC 3053,107873,3,0,144.9606972,-37.80460826
Pre May 16,X000482,COMPLETED,2012,641-643 Queensberry Street NORTH MELBOURNE VIC 3051,107937,2,0,144.9460769,-37.8029926
Pre May 16,X000373,COMPLETED,2009,The Rathdowne 125-139 Rathdowne Street CARLTON VIC 3053,108157,5,0,144.969019,-37.80383243
Pre May 16,X000585,COMPLETED,2013,87-101 Roden Street WEST MELBOURNE VIC 3003,108344,6,0,144.9487784,-37.80750405
Pre May 16,X000956,COMPLETED,2015,197-259 Royal Parade PARKVILLE VIC 3052,108496,4,0,144.9581166,-37.78859493
Pre May 16,X000085,COMPLETED,2014,150-154 Collins Street MELBOURNE VIC 3000,108534,13,0,144.968176,-37.81417708
Pre May 16,X000239,COMPLETED,2015,302-324 Russell Street MELBOURNE VIC 3000,108566,55,0,144.9668052,-37.80930233
Pre May 16,X000062,COMPLETED,2013,42-44 Russell Street MELBOURNE VIC 3000,108592,5,0,144.9697387,-37.81556762
Pre May 16,X000711,COMPLETED,2006,Royce Hotel 375-385 St Kilda Road MELBOURNE VIC 3004,108617,2,0,144.9755401,-37.83508742
Pre May 16,X000713,COMPLETED,2009,393-401 St Kilda Road MELBOURNE VIC 3004,108621,7,0,144.9760291,-37.83570805
Pre May 16,X000765,COMPLETED,2010,505-507 St Kilda Road MELBOURNE VIC 3004,108643,21,0,144.9792364,-37.84370941
Pre May 16,X001003,COMPLETED,2015,285-313 Spencer Street DOCKLANDS VIC 3008,108847,15,0,144.9510174,-37.81380833
Pre May 16,X000591,COMPLETED,2014,162-174 Rosslyn Street WEST MELBOURNE VIC 3003,108857,6,0,144.9489077,-37.80925477
Pre May 16,X000586,COMPLETED,2015,135-137 Roden Street WEST MELBOURNE VIC 3003,108872,5,0,144.9475988,-37.80835644
Pre May 16,X000205,COMPLETED,2009,Atlantis Hotel & Tower 284-302 Spencer Street MELBOURNE VIC 3000,108960,36,0,144.9520545,-37.8137059
Pre May 16,X000204,COMPLETED,2005,Mondriane Tower 278-282 Spencer Street MELBOURNE VIC 3000,108961,26,0,144.9521671,-37.81395166
Pre May 16,X000039,COMPLETED,2009,Great Southern Hotel 44-64 Spencer Street MELBOURNE VIC 3000,108970,4,0,144.9547847,-37.81972836
Pre May 16,X000386,COMPLETED,2013,Tune Hotel 607-621 Swanston Street CARLTON VIC 3053,109323,9,0,144.9629645,-37.80404263
Pre May 16,X000330,COMPLETED,2010,842-844 Swanston Street CARLTON VIC 3053,109355,4,0,144.9649354,-37.79648227
Pre May 16,X000332,COMPLETED,2007,College Square on Swanston 768-804 Swanston Street CARLTON VIC 3053,109359,11,0,144.9651744,-37.79783266
Pre May 16,X000382,COMPLETED,2009,127-135 Pelham Street CARLTON VIC 3053,109366,13,0,144.9639452,-37.80276993
Pre May 16,X000629,COMPLETED,2014,50-60 Lloyd Street KENSINGTON VIC 3031,109449,2,0,144.9299594,-37.79958628
Pre May 16,X000632,COMPLETED,2010,50-60 Lloyd Street KENSINGTON VIC 3031,109449,2,0,144.9299594,-37.79958628
Pre May 16,X000686,COMPLETED,2005,Victoria Brewery Site 412-442 Victoria Parade EAST MELBOURNE VIC 3002,109643,7,0,144.9856247,-37.81004691
Pre May 16,X000698,COMPLETED,2010,68-90 Victoria Parade EAST MELBOURNE VIC 3002,109669,3,0,144.9742889,-37.80856345
Pre May 16,X000317,COMPLETED,2011,51-57 Victoria Street MELBOURNE VIC 3000,109681,8,0,144.9606307,-37.80670752
Pre May 16,X000498,COMPLETED,2002,328-350 Victoria Street NORTH MELBOURNE VIC 3051,109825,5,0,144.9547634,-37.80542601
Pre May 16,X000549,COMPLETED,2005,11-21A Villiers Street NORTH MELBOURNE VIC 3051,109859,3,0,144.9522644,-37.79962041
Pre May 16,X001170,COMPLETED,2015,33-37 Walsh Street WEST MELBOURNE VIC 3003,109942,5,0,144.9533881,-37.80842803
Pre May 16,X000155,COMPLETED,2014,189-203 William Street MELBOURNE VIC 3000,110099,24,0,144.9570652,-37.81464582
Pre May 16,X000248,COMPLETED,2014,Art on the Park Apartments 330-352 William Street MELBOURNE VIC 3000,110140,36,0,144.9565752,-37.81124627
Pre May 16,X000537,COMPLETED,2005,30-34 Wreckyn Street NORTH MELBOURNE VIC 3051,110260,6,0,144.9545415,-37.80053674
Pre May 16,X000934,COMPLETED,2002,Gallery Tower 27-33 City Road SOUTHBANK VIC 3006,110350,19,0,144.9668593,-37.82173393
Pre May 16,X000928,COMPLETED,2015,WRAP Residences 133-139 City Road SOUTHBANK VIC 3006,110362,41,0,144.9635826,-37.82348398
Pre May 16,X000918,COMPLETED,2009,Southbank One 174-184 City Road SOUTHBANK VIC 3006,110385,37,0,144.9619163,-37.8238378
Pre May 16,X000943,COMPLETED,2015,276-282 City Road SOUTHBANK VIC 3006,110394,23,0,144.9591382,-37.82638529
Pre May 16,X000937,COMPLETED,2010,Triptych Apartments 8-10 Kavanagh Street SOUTHBANK VIC 3006,110413,30,0,144.9665796,-37.82248629
Pre May 16,X000761,COMPLETED,2013,The Guilfoyle 35-47 Coventry Street SOUTHBANK VIC 3006,110456,21,0,144.9693921,-37.82956556
Pre May 16,X000718,COMPLETED,2013,Tiara Apartments 46-50 Haig Street SOUTHBANK VIC 3006,110474,32,0,144.9569458,-37.8268301
Pre May 16,X000907,COMPLETED,2009,Melbourne Convention Exhibition Centre 2-26 Clarendon Street SOUTH WHARF VIC 3006,110484,1,0,144.9523045,-37.82538979
Pre May 16,X000908,COMPLETED,2011,Melbourne Convention Exhibition Centre 2-26 Clarendon Street SOUTH WHARF VIC 3006,110484,1,0,144.9523045,-37.82538979
Pre May 16,X000910,COMPLETED,2009,Melbourne Convention Exhibition Centre 2-26 Clarendon Street SOUTH WHARF VIC 3006,110484,20,0,144.9523045,-37.82538979
Pre May 16,X000880,COMPLETED,2009,344-370 Lorimer Street PORT MELBOURNE VIC 3207,110504,3,0,144.9101632,-37.82374211
Pre May 16,X000842,COMPLETED,2008,704-744 Lorimer Street PORT MELBOURNE VIC 3207,110516,2,0,144.9254499,-37.82167499
Pre May 16,X000909,COMPLETED,2011,1-27 South Wharf Promenade SOUTH WHARF VIC 3006,110537,1,0,144.9534093,-37.82429078
Pre May 16,X000914,COMPLETED,2010,1-27 South Wharf Promenade SOUTH WHARF VIC 3006,110537,1,0,144.9534093,-37.82429078
Pre May 16,X000836,COMPLETED,2009,49-89 Turner Street PORT MELBOURNE VIC 3207,110551,3,0,144.9253878,-37.82302894
Pre May 16,X000837,COMPLETED,2003,49-89 Turner Street PORT MELBOURNE VIC 3207,110551,3,0,144.9253878,-37.82302894
Pre May 16,X000839,COMPLETED,2007,49-89 Turner Street PORT MELBOURNE VIC 3207,110551,3,0,144.9253878,-37.82302894
Pre May 16,X000846,COMPLETED,2010,173-187 Salmon Street PORT MELBOURNE VIC 3207,110589,1,0,144.9208695,-37.82604925
Pre May 16,X000850,COMPLETED,2005,189-219 Salmon Street PORT MELBOURNE VIC 3207,110591,4,0,144.9204815,-37.8247706
Pre May 16,X000843,COMPLETED,2006,Portside Business Park 247-267 Salmon Street PORT MELBOURNE VIC 3207,110597,1,0,144.9188427,-37.82228361
Pre May 16,X000845,COMPLETED,2013,Portside Business Park 247-267 Salmon Street PORT MELBOURNE VIC 3207,110597,2,0,144.9188427,-37.82228361
Pre May 16,X000744,COMPLETED,2013,152-166 Sturt Street SOUTHBANK VIC 3006,110622,26,0,144.9660716,-37.82539897
Pre May 16,X000737,COMPLETED,2002,21-29 Moray Street SOUTHBANK VIC 3006,110631,3,0,144.9611301,-37.82729094
Pre May 16,X000053,COMPLETED,2005,The Mark On Collins Apartments 319-325 Collins Street MELBOURNE VIC 3000,110763,13,0,144.9636649,-37.81693152
Pre May 16,X000056,COMPLETED,2014,233-239 Collins Street MELBOURNE VIC 3000,110857,2,0,144.9661041,-37.81599654
Pre May 16,X000430,COMPLETED,2008,16-26 Orr Street CARLTON VIC 3053,111078,9,0,144.9654006,-37.80634035
Pre May 16,X000109,COMPLETED,2010,UB1 Little Hero Apartments 16-30 Russell Place MELBOURNE VIC 3000,111394,8,0,144.9674376,-37.81354622
Pre May 16,X000259,COMPLETED,2010,A'Beckett Tower 19-37 A'Beckett Street MELBOURNE VIC 3000,500323,34,0,144.9626102,-37.80894115
Pre May 16,X000370,COMPLETED,2003,Uropa Apartments 604-640 Swanston Street CARLTON VIC 3053,538825,12,0,144.9643355,-37.80194791
Pre May 16,X000524,COMPLETED,2014,79-89 Leveson Street NORTH MELBOURNE VIC 3051,556344,4,0,144.9509233,-37.80239447
Pre May 16,X000188,COMPLETED,2002,Victorian County Court 240-278 William Street MELBOURNE VIC 3000,559300,11,0,144.9576684,-37.81301404
Pre May 16,X000805,COMPLETED,2003,58-70 Lorimer Street DOCKLANDS VIC 3008,560266,21,0,144.9464361,-37.82485726
Pre May 16,X001122,COMPLETED,2015,Ron Barassi Senior Park 492-534 Docklands Drive DOCKLANDS VIC 3008,561107,1,0,144.9346538,-37.81655265
Pre May 16,X000406,COMPLETED,2003,Bouverie Close Apartments 1-19 Bouverie Street CARLTON VIC 3053,563935,10,0,144.9610904,-37.80609301
Pre May 16,X000407,COMPLETED,2010,194-208 Victoria Street CARLTON VIC 3053,563936,7,0,144.9606615,-37.80608438
Pre May 16,X000379,COMPLETED,2007,114-118 Cardigan Street CARLTON VIC 3053,565100,3,0,144.9651925,-37.80392907
Pre May 16,X000277,COMPLETED,2015,34-36 Jeffcott Street WEST MELBOURNE VIC 3003,569276,3,0,144.9521597,-37.81142131
Pre May 16,X000895,COMPLETED,2002,64-78 City Road SOUTHBANK VIC 3006,570659,10,0,144.9651292,-37.8217528
Pre May 16,X000896,COMPLETED,2002,Travelodge 9 Riverside Quay SOUTHBANK VIC 3006,570811,11,0,144.9652369,-37.82133225
Pre May 16,X000882,COMPLETED,2015,42-50 Wirraway Drive PORT MELBOURNE VIC 3207,570826,2,0,144.908192,-37.82651064
Pre May 16,X000333,COMPLETED,2003,740-750 Swanston Street CARLTON VIC 3053,573290,13,0,144.964765,-37.79900074
Pre May 16,X000508,COMPLETED,2008,9-13 O'Connell Street NORTH MELBOURNE VIC 3051,573298,6,0,144.9579056,-37.8056038
Pre May 16,X000005,COMPLETED,2002,Federation Square 2-20 Swanston Street MELBOURNE VIC 3000,573333,4,0,144.9698244,-37.81778894
Pre May 16,X001023,COMPLETED,2012,Lacrosse Docklands 673-683 La Trobe Street DOCKLANDS VIC 3008,573400,20,0,144.9474887,-37.81489076
Pre May 16,X001063,COMPLETED,2004,National@Docklands 788-812 Bourke Street DOCKLANDS VIC 3008,573414,10,0,144.9450783,-37.81885013
Pre May 16,X000276,COMPLETED,2012,33-43 Batman Street WEST MELBOURNE VIC 3003,573825,14,0,144.9519003,-37.81101518
Pre May 16,X001029,COMPLETED,2004,Watergate Apartments 2-24 Waterview Walk DOCKLANDS VIC 3008,576023,15,0,144.9478097,-37.8191795
Pre May 16,X001030,COMPLETED,2004,Watergate Apartments 2-24 Waterview Walk DOCKLANDS VIC 3008,576023,6,0,144.9478097,-37.8191795
Pre May 16,X000926,COMPLETED,2002,Sentinel 70-92 Kavanagh Street SOUTHBANK VIC 3006,576748,34,0,144.9630402,-37.82467375
Pre May 16,X000815,COMPLETED,2002,72-82 Lorimer Street DOCKLANDS VIC 3008,577280,30,0,144.9449701,-37.82470899
Pre May 16,X001043,COMPLETED,2004,694-704 Collins Street DOCKLANDS VIC 3008,578095,18,0,144.9508541,-37.81950557
Pre May 16,X001044,COMPLETED,2010,715-727 Bourke Street DOCKLANDS VIC 3008,578096,18,0,144.9502449,-37.81866156
Pre May 16,X000817,COMPLETED,2005,"90 Lorimer Street, DOCKLANDS VIC 3008",665148,30,0,144.9431953,-37.82430056
Pre May 16,X000203,COMPLETED,2006,32-54 Lonsdale Street MELBOURNE VIC 3000,580091,35,0,144.9707289,-37.80919616
Pre May 16,X000639,COMPLETED,2006,1-3 Bruce Street KENSINGTON VIC 3031,581558,2,0,144.9333662,-37.79807269
Pre May 16,X000696,COMPLETED,2004,9-19 Eades Street EAST MELBOURNE VIC 3002,586152,10,0,144.980742,-37.80963588
Pre May 16,X001013,COMPLETED,2004,The Innovation Building 192 Harbour Esplanade DOCKLANDS VIC 3008,588806,5,0,144.9454003,-37.81396622
Pre May 16,X000873,COMPLETED,2010,278-284 Lorimer Street PORT MELBOURNE VIC 3207,589452,2,0,144.9058038,-37.82589323
Pre May 16,X000867,COMPLETED,2009,1-7 Wharf Road PORT MELBOURNE VIC 3207,589465,2,0,144.9065339,-37.82857978
Pre May 16,X000653,COMPLETED,2011,42 Derby Street KENSINGTON VIC 3031,589552,2,0,144.9273078,-37.79637578
Pre May 16,X000660,COMPLETED,2004,64-76 Henry Street KENSINGTON VIC 3031,589626,3,0,144.9259484,-37.79577971
Pre May 16,X000657,COMPLETED,2004,58-62 Henry Street KENSINGTON VIC 3031,589648,3,0,144.926202,-37.79563228
Pre May 16,X000526,COMPLETED,2007,23 Arden Street NORTH MELBOURNE VIC 3051,592679,3,0,144.9512149,-37.80127951
Pre May 16,X000397,COMPLETED,2006,42-50 Barry Street CARLTON VIC 3053,592857,7,0,144.960013,-37.80295732
Pre May 16,X000649,COMPLETED,2004,37 Kensington Road KENSINGTON VIC 3031,593664,3,0,144.926214,-37.79519252
Pre May 16,X001133,COMPLETED,2009,Costco 331-381 Footscray Road DOCKLANDS VIC 3008,593738,2,0,144.9372459,-37.81076441
Pre May 16,X000887,COMPLETED,2012,70-78 Wirraway Drive PORT MELBOURNE VIC 3207,593751,2,0,144.909116,-37.82470036
Pre May 16,X000885,COMPLETED,2011,64-68 Wirraway Drive PORT MELBOURNE VIC 3207,593752,2,0,144.908816,-37.82497057
Pre May 16,X000877,COMPLETED,2007,316-320 Lorimer Street PORT MELBOURNE VIC 3207,593755,2,0,144.908179,-37.82434265
Pre May 16,X000384,COMPLETED,2005,522-536 Swanston Street CARLTON VIC 3053,594107,10,0,144.9636398,-37.80430718
Pre May 16,X000669,COMPLETED,2006,84-102 Altona Street KENSINGTON VIC 3031,597180,4,0,144.9256686,-37.79662813
Pre May 16,X001059,COMPLETED,2006,Kangan TAFE 2-48 Harbour Esplanade DOCKLANDS VIC 3008,602858,3,0,144.9486115,-37.82202187
Pre May 16,X001060,COMPLETED,2011,Kangan TAFE 2-48 Harbour Esplanade DOCKLANDS VIC 3008,602858,4,0,144.9486115,-37.82202187
Pre May 16,X000042,COMPLETED,2005,607-623 Collins Street MELBOURNE VIC 3000,606461,6,0,144.9546898,-37.8192929
Pre May 16,X000972,COMPLETED,2006,2 Galada Avenue PARKVILLE VIC 3052,606553,2,0,144.9416584,-37.78179377
Pre May 16,X000480,COMPLETED,2006,187 Abbotsford Street NORTH MELBOURNE VIC 3051,608171,3,0,144.9451656,-37.80304719
Pre May 16,X000464,COMPLETED,2009,Dryburgh Corporate Suites 204-210 Dryburgh Street NORTH MELBOURNE VIC 3051,608207,4,0,144.9440644,-37.80156916
Pre May 16,X000984,COMPLETED,2006,181 Oak Street PARKVILLE VIC 3052,608377,2,0,144.9424779,-37.77749902
Pre May 16,X000970,COMPLETED,2006,23 Strickland Road PARKVILLE VIC 3052,608403,2,0,144.941665,-37.77739398
Pre May 16,X000976,COMPLETED,2006,39 Strickland Road PARKVILLE VIC 3052,608634,2,0,144.9409554,-37.77699195
Pre May 16,X001050,COMPLETED,2008,Lion 737-743 Bourke Street DOCKLANDS VIC 3008,609487,8,0,144.9490628,-37.81920605
Pre May 16,X001048,COMPLETED,2010,731-735 Bourke Street DOCKLANDS VIC 3008,609488,4,0,144.9498282,-37.81922001
Pre May 16,X000966,COMPLETED,2006,110-116 Parkville Avenue PARKVILLE VIC 3052,610491,4,0,144.9425298,-37.77632963
Pre May 16,X000969,COMPLETED,2007,169-173 Oak Street PARKVILLE VIC 3052,610493,3,0,144.9424916,-37.77782876
Pre May 16,X001065,COMPLETED,2009,ANZ 791-833 Collins Street DOCKLANDS VIC 3008,611367,10,0,144.9456372,-37.82204736
Pre May 16,X000822,COMPLETED,2012,826-846 Lorimer Street PORT MELBOURNE VIC 3207,611376,3,0,144.9323097,-37.82260306
Pre May 16,X000002,COMPLETED,2009,545-557 Flinders Street MELBOURNE VIC 3000,611394,16,0,144.9565145,-37.82097941
Pre May 16,X001010,COMPLETED,2007,1010 La Trobe Street DOCKLANDS VIC 3008,611576,9,0,144.9453778,-37.81455321
Pre May 16,X000666,COMPLETED,2008,76-78 Altona Street KENSINGTON VIC 3031,612647,3,0,144.9259483,-37.7971386
Pre May 16,X001061,COMPLETED,2009,The Montage 1 Encounter Way DOCKLANDS VIC 3008,613251,12,0,144.9457841,-37.82038364
Pre May 16,X000883,COMPLETED,2009,51-65 Wharf Road PORT MELBOURNE VIC 3207,613949,2,0,144.9088843,-37.82707119
Pre May 16,X001156,COMPLETED,2014,98-108 Rankins Road KENSINGTON VIC 3031,614788,3,0,144.9310973,-37.79223338
Pre May 16,X001160,COMPLETED,2011,11 Smith Street KENSINGTON VIC 3031,614827,3,0,144.9318382,-37.7912228
Pre May 16,X001155,COMPLETED,2006,61-89 Melrose Street NORTH MELBOURNE VIC 3051,617538,3,0,144.9415845,-37.79356328
Pre May 16,X001150,COMPLETED,2009,27-31 Racecourse Road NORTH MELBOURNE VIC 3051,617689,2,0,144.9409608,-37.78974281
Pre May 16,X001162,COMPLETED,2008,25-77 Stubbs Street KENSINGTON VIC 3031,617955,2,0,144.9359191,-37.79107102
Pre May 16,X001136,COMPLETED,2010,380-394 Docklands Drive DOCKLANDS VIC 3008,618854,10,0,144.9411967,-37.81308483
Pre May 16,X000413,COMPLETED,2013,136-154 Victoria Street CARLTON VIC 3053,619111,9,0,144.962512,-37.80619518
Pre May 16,X000703,COMPLETED,2008,Treasury Apartments 33 Cliveden Close EAST MELBOURNE VIC 3002,619141,3,0,144.9767049,-37.81712324
Pre May 16,X001145,COMPLETED,2009,177-187 Boundary Road NORTH MELBOURNE VIC 3051,619509,6,0,144.9395663,-37.78864444
Pre May 16,X001146,COMPLETED,2011,177-187 Boundary Road NORTH MELBOURNE VIC 3051,619509,8,0,144.9395663,-37.78864444
Pre May 16,X000281,COMPLETED,2012,Pegasus Apartment Hotel 206-216 A'Beckett Street MELBOURNE VIC 3000,621413,25,0,144.9570807,-37.81005923
Pre May 16,X001070,COMPLETED,2013,Lifestyle Working 818-838 Collins Street DOCKLANDS VIC 3008,622439,5,0,144.9450198,-37.82101183
Pre May 16,X000665,COMPLETED,2010,72-84 Ormond Street KENSINGTON VIC 3031,624168,4,0,144.9281597,-37.79758981
Pre May 16,X001154,COMPLETED,2011,32A Mark Street NORTH MELBOURNE VIC 3051,624189,3,0,144.9406684,-37.79368238
Pre May 16,X001106,COMPLETED,2011,2-28 Leven Avenue DOCKLANDS VIC 3008,626355,3,0,144.9374274,-37.81543651
Pre May 16,X000349,COMPLETED,2011,518-538 Drummond Street CARLTON VIC 3053,627567,7,0,144.9701474,-37.79297916
Pre May 16,X001109,COMPLETED,2014,231-245 Harbour Esplanade DOCKLANDS VIC 3008,627659,33,0,144.943,-37.81356166
Pre May 16,X000447,COMPLETED,2012,34-40 Straker Street NORTH MELBOURNE VIC 3051,628744,2,0,144.9374758,-37.79655262
Pre May 16,X000646,COMPLETED,2011,16-40 Derby Street KENSINGTON VIC 3031,631886,3,0,144.9268827,-37.79588299
Pre May 16,X000647,COMPLETED,2012,28-38 Clifford Terrace KENSINGTON VIC 3031,632507,4,0,144.9265766,-37.7959731
Pre May 16,X000348,COMPLETED,2014,515-545 Rathdowne Street CARLTON VIC 3053,632536,0,0,144.9709208,-37.79299502
Pre May 16,X000772,COMPLETED,2014,118-122 Lorimer Street DOCKLANDS VIC 3008,632854,1,0,144.9406394,-37.8230168
Pre May 16,X001103,COMPLETED,2011,136 Newquay Promenade DOCKLANDS VIC 3008,632894,3,0,144.9375459,-37.81635193
Pre May 16,X000127,COMPLETED,2008,CBW Melbourne 147-185 William Street MELBOURNE VIC 3000,636824,27,0,144.9573905,-37.81532021
Pre May 16,X000128,COMPLETED,2009,CBW Melbourne 147-185 William Street MELBOURNE VIC 3000,636824,19,0,144.9573905,-37.81532021
Pre May 16,X000812,COMPLETED,2012,66 South Wharf Drive DOCKLANDS VIC 3008,637395,3,0,144.9370905,-37.8221519
Pre May 16,X000804,COMPLETED,2012,57 South Wharf Drive DOCKLANDS VIC 3008,637399,3,0,144.937097,-37.82253666
Pre May 16,X000807,COMPLETED,2012,61 South Wharf Drive DOCKLANDS VIC 3008,637401,3,0,144.9369463,-37.82250245
Pre May 16,X000809,COMPLETED,2012,63 South Wharf Drive DOCKLANDS VIC 3008,637402,3,0,144.9368709,-37.82248535
Pre May 16,X000816,COMPLETED,2012,8 Riggers Place DOCKLANDS VIC 3008,637404,3,0,144.9367182,-37.82245429
Pre May 16,X000782,COMPLETED,2012,152 Lorimer Street DOCKLANDS VIC 3008,637408,3,0,144.9369691,-37.82275878
Pre May 16,X000781,COMPLETED,2012,150 Lorimer Street DOCKLANDS VIC 3008,637409,3,0,144.9370762,-37.8227831
Pre May 16,X000792,COMPLETED,2012,22 South Wharf Drive DOCKLANDS VIC 3008,637414,3,0,144.9400142,-37.82281555
Pre May 16,X000800,COMPLETED,2012,30 South Wharf Drive DOCKLANDS VIC 3008,637418,3,0,144.939572,-37.82271517
Pre May 16,X000791,COMPLETED,2012,21 South Wharf Drive DOCKLANDS VIC 3008,637419,3,0,144.9398742,-37.82314222
Pre May 16,X000797,COMPLETED,2012,27 South Wharf Drive DOCKLANDS VIC 3008,637422,3,0,144.9396463,-37.82309049
Pre May 16,X000799,COMPLETED,2012,29 South Wharf Drive DOCKLANDS VIC 3008,637423,3,0,144.9395709,-37.82307338
Pre May 16,X000802,COMPLETED,2012,33 South Wharf Drive DOCKLANDS VIC 3008,637425,3,0,144.9394183,-37.82303875
Pre May 16,X000777,COMPLETED,2012,130 Lorimer Street DOCKLANDS VIC 3008,637427,3,0,144.9394639,-37.82327635
Pre May 16,X000774,COMPLETED,2012,124 Lorimer Street DOCKLANDS VIC 3008,637430,3,0,144.9397842,-37.82334904
Pre May 16,X000860,COMPLETED,2015,28-30 Cook Street PORT MELBOURNE VIC 3207,640578,0,0,144.9151717,-37.83138054
Pre May 16,X000857,COMPLETED,2014,20-22 Cook Street PORT MELBOURNE VIC 3207,640582,3,0,144.9144411,-37.83185425
Pre May 16,X000856,COMPLETED,2015,12-18 Cook Street PORT MELBOURNE VIC 3207,640583,3,0,144.9139679,-37.83210423
Pre May 16,X000422,COMPLETED,2014,539-555 Swanston Street CARLTON VIC 3053,644815,32,0,144.9625206,-37.80570233
Post May 16,X001207,COMPLETED,2016,377-391 Cardigan Street CARLTON VIC 3053,101613,5,TP-2014-1011,144.9657543,-37.7972554
Post May 16,X000358,COMPLETED,2015,138-150 Rathdowne Street CARLTON VIC 3053,108239,3,TP-2013-77,144.9710396,-37.79604573
Post May 16,X000612,COMPLETED,2016,DUO Apartments 423-435 Spencer Street WEST MELBOURNE VIC 3003,108850,17,TP-2011-479/A,144.9498933,-37.81054998
Post May 16,X000466,COMPLETED,2016,228-232 Dryburgh Street NORTH MELBOURNE VIC 3051,601883,4,TP-2012-234,144.9441395,-37.80115491
Post May 16,X000865,COMPLETED,2016,46-62 Cook Street PORT MELBOURNE VIC 3207,640573,1,TP-2011-281/B,144.9171036,-37.82989682
Post May 16,X000938,COMPLETED,2016,248-254 City Road SOUTHBANK VIC 3006,110387,32,TP-2009-724/B,144.9596337,-37.82567805
Post May 16,X001522,COMPLETED,2016,65-79 Galada Avenue PARKVILLE VIC 3052,612700,5,TPM-2012-39,144.9391073,-37.77956819
Post May 16,X000515,COMPLETED,2016,366-392 Queensberry Street NORTH MELBOURNE VIC 3051,102201,4,TP-2012-315/A,144.9550184,-37.80326652
Post May 16,X001517,COMPLETED,2016,366-392 Queensberry Street NORTH MELBOURNE VIC 3051,102201,4,TP-2012-315/A,144.9550184,-37.80326652
Post May 16,X001518,COMPLETED,2016,366-392 Queensberry Street NORTH MELBOURNE VIC 3051,102201,4,TP-2012-315/A,144.9550184,-37.80326652
Post May 16,X000008,COMPLETED,2016,517-537 Flinders Lane MELBOURNE VIC 3000,103957,3,TP-2014-564/A,144.9566569,-37.81987147
Post May 16,X000108,COMPLETED,2016,QT Melbourne 131-141 Russell Street MELBOURNE VIC 3000,108537,12,TP-2012-1039,144.9678367,-37.81342914
Post May 16,X001521,COMPLETED,2016,864-892 Collins Street DOCKLANDS VIC 3008,632511,16,TPD-2014-20,144.9423243,-37.82058708
Post May 16,X000735,COMPLETED,2016,Platinum Apartments 43-47 Clarke Street SOUTHBANK VIC 3006,110372,53,TPM-2009-57,144.9595233,-37.82684001
Post May 16,X000086,COMPLETED,2017,109-119 Little Collins Street MELBOURNE VIC 3000,105914,0,TP-2012-780/A,144.9700268,-37.81354671
Post May 16,X000562,COMPLETED,2017,14-20 Anderson Street WEST MELBOURNE VIC 3003,100437,7,TP-2012-19/C,144.9421667,-37.80568227
Post May 16,X000607,COMPLETED,2017,130-154 Dudley Street WEST MELBOURNE VIC 3003,102958,9,TPM-2011-40/A,144.9506136,-37.80952166
Post May 16,X000402,COMPLETED,2017,149-155 Berkeley Street MELBOURNE VIC 3000,103262,20,TP-2014-319/A,144.9582495,-37.80219324
Post May 16,X000224,COMPLETED,2017,La Trobe Tower 323-331 La Trobe Street MELBOURNE VIC 3000,105453,42,TP-2013-493,144.9597939,-37.81102566
Post May 16,X000270,COMPLETED,2017,36-40 La Trobe Street MELBOURNE VIC 3000,105496,38,TP-2011-471/A,144.9675752,-37.8081292
Post May 16,X000153,COMPLETED,2017,617-639 Lonsdale Street MELBOURNE VIC 3000,105718,54,TPM-2009-47,144.9536247,-37.81542152
Post May 16,X001520,COMPLETED,2017,889-897 Collins Street DOCKLANDS VIC 3008,667601,24,TPM-2014-50,144.9418979,-37.82120905
Post May 16,X000066,COMPLETED,2017,35-47 Spring Street MELBOURNE VIC 3000,108978,45,TPM-2011-35,144.9739482,-37.81419757
Post May 16,X000609,COMPLETED,2017,171-175 Rosslyn Street WEST MELBOURNE VIC 3003,528898,5,TP-2013-12/A,144.9490732,-37.80971674
Post May 16,X001179,COMPLETED,2017,481-495 Rathdowne Street CARLTON VIC 3053,632639,9,TPM-2014-49,144.9706899,-37.79418146
Post May 16,X001034,COMPLETED,2017,17-27 Village Street DOCKLANDS VIC 3008,636574,37,TPD-2013-18,144.950436,-37.82110552
Post May 16,X000739,COMPLETED,2017,42-48 Balston Street SOUTHBANK VIC 3006,559332,37,TPM-2012-3,144.9624854,-37.82673378
